MAT_ALU;DAT_ENTRADA;COD_CURSO;COTISTA;NOME
1929;15/01/2019;1;S;Bruna Castro
1930;07/01/2019;5;S;Maria Eduarda Cunha
1931;23/01/2019;6;N;Luiza da Costa
1932;20/01/2019;4;S;Anthony Alves
1933;10/01/2019;2;S;Vitor Hugo Martins
1934;20/01/2019;6;S;Alexia Moraes
1935;10/01/2019;2;N;Thales Aragão
1936;13/01/2019;5;N;Eduardo Cardoso
1937;16/01/2019;1;S;Dr. Diego Carvalho
1938;01/01/2019;2;N;Dr. Vitor Hugo Gomes
1939;28/01/2019;1;S;Lorenzo Castro
1940;18/01/2019;5;N;Luiz Fernando Ramos
1941;02/01/2019;2;S;Raul Castro
1942;01/01/2019;1;S;Rafaela Nogueira
1943;30/01/2019;3;S;Sabrina Ferreira
1944;19/01/2019;3;N;Maria Sophia Dias
1945;31/01/2019;5;N;Juliana Monteiro
1946;27/01/2019;2;S;Brenda Farias
1947;26/01/2019;5;N;Lorena Gomes
1948;16/01/2019;1;N;Matheus Aragão
1949;18/01/2019;5;N;Cecília da Rosa
1950;27/01/2019;3;S;Bruno Azevedo
1951;20/01/2019;6;N;Clara Gomes
1952;26/01/2019;2;N;Caio Gomes
1953;15/01/2019;4;N;Gabrielly Ribeiro
1954;13/01/2019;1;S;Sofia Lima
1955;15/01/2019;6;N;Ryan Aragão
1956;01/01/2019;6;S;Lorenzo Oliveira
1957;31/01/2019;4;S;Rodrigo Farias
1958;21/01/2019;3;N;Lara Nogueira
1959;22/01/2019;4;S;Sophie Sales
1960;01/01/2019;5;N;Thomas Cunha
1961;18/01/2019;5;N;Eduardo Rezende
1962;05/01/2019;5;N;Ana Laura Nascimento
1963;03/01/2019;2;S;Bryan Fogaça
1964;25/01/2019;6;N;Ana Luiza Silveira
1965;14/01/2019;3;N;Murilo Vieira
1966;22/01/2019;4;S;Maria Julia Almeida
1967;01/01/2019;6;S;Emanuelly Pinto
1968;18/01/2019;5;S;Ana Beatriz Rodrigues
1969;23/01/2019;2;S;Maria Rezende
1970;03/01/2019;4;S;João Lima
1971;24/01/2019;4;N;Maria Alice Peixoto
1972;24/01/2019;4;S;Breno Gomes
1973;25/01/2019;6;N;Joana Souza
1974;10/01/2019;2;N;Thomas Porto
1975;16/01/2019;3;S;Luiz Otávio da Cunha
1976;04/01/2019;1;S;Maitê da Rosa
1977;06/01/2019;6;S;Raul Nascimento
1978;06/01/2019;5;S;Gustavo Lima
1979;19/01/2019;3;N;Natália Martins
1980;18/01/2019;4;N;Dr. Davi Luiz Lopes
1981;18/01/2019;3;S;Vitor Gabriel Fernandes
1982;10/01/2019;5;S;Dr. Lorenzo Azevedo
1983;26/01/2019;6;N;Carlos Eduardo Pinto
1984;24/01/2019;5;S;Alexandre Santos
1985;20/01/2019;1;S;Catarina Teixeira
1986;13/01/2019;3;N;Eduarda Peixoto
1987;06/01/2019;5;N;Isadora Pereira
1988;24/01/2019;2;S;Vitor Hugo Gonçalves
1989;20/01/2019;1;N;Isabel Gomes
1990;24/01/2019;2;S;Lorena Correia
1991;09/01/2019;5;S;Davi Luiz Costa
1992;08/01/2019;4;N;Bruno Souza
1993;19/01/2019;3;N;Júlia Porto
1994;23/01/2019;6;S;Laís Ramos
1995;20/01/2019;6;S;Esther Costela
1996;26/01/2019;1;N;Isabel Carvalho
1997;23/01/2019;3;S;João da Cunha
1998;30/01/2019;2;N;Alexandre Nascimento
1999;27/01/2019;4;N;Yasmin da Rocha
2000;14/01/2019;3;S;Pedro Lucas Cunha
2001;31/01/2019;2;N;Erick Ferreira
2002;13/01/2019;1;N;Diogo Porto
2003;10/01/2019;4;S;Julia Aragão
2004;22/01/2019;5;N;Gabriel Rocha
2005;11/01/2019;4;S;João Gabriel Monteiro
2006;07/01/2019;3;S;Mirella Costa
2007;13/01/2019;4;N;Maria Vitória da Conceição
2008;25/01/2019;4;S;Levi Moreira
2009;15/01/2019;3;N;Davi Farias
2010;29/01/2019;4;S;Joana Rezende
2011;28/01/2019;5;N;Luiz Felipe Gonçalves
2012;24/01/2019;3;S;Lucca Lima
2013;28/01/2019;6;S;Bárbara Costela
2014;18/01/2019;6;S;Alana Lima
2015;29/01/2019;2;N;Miguel da Mota
2016;15/01/2019;1;S;João Miguel da Cruz
2017;15/01/2019;2;N;Dr. Fernando Almeida
2018;15/01/2019;4;S;Isabel Nunes
2019;20/01/2019;3;S;Maria Clara Nogueira
2020;28/01/2019;2;S;Isadora Freitas
2021;18/01/2019;2;N;Thomas Caldeira
2022;26/01/2019;4;S;Dr. Pedro Miguel Farias
2023;15/01/2019;5;N;Bryan Freitas
2024;14/01/2019;2;S;Kaique da Luz
2025;20/01/2019;2;S;Bernardo Oliveira
2026;06/01/2019;3;S;Ana Julia Ferreira
2027;05/01/2019;3;N;Letícia da Rocha
2028;01/01/2019;6;S;Stella Viana
2029;28/01/2019;6;N;Isabella Moreira
2030;17/01/2019;3;S;Enrico Pinto
2031;25/01/2019;3;N;Luiz Otávio Silva
2032;23/01/2019;1;S;Pedro Teixeira
2033;04/01/2019;3;N;Eloah Mendes
2034;15/01/2019;6;N;Vitória Barbosa
2035;05/01/2019;4;N;Manuela Souza
2036;22/01/2019;4;S;Júlia Fogaça
2037;22/01/2019;5;S;João Pedro da Luz
2038;31/01/2019;1;N;Emanuella Ramos
2039;11/01/2019;4;N;Enrico Alves
2040;16/01/2019;4;S;Daniel Martins
2041;18/01/2019;3;N;Mirella Costela
2042;19/01/2019;3;S;Vitor Ferreira
2043;25/01/2019;4;S;Emanuelly Vieira
2044;16/01/2019;6;S;Daniel Souza
2045;19/01/2019;5;N;Vitor Gabriel Fernandes
2046;11/01/2019;6;N;Lívia Gomes
2047;28/01/2019;2;S;Cauã Moreira
2048;03/01/2019;5;S;Gabrielly da Costa
2049;14/01/2019;1;N;Kamilly Campos
2050;22/01/2019;2;S;Sofia Ferreira
2051;24/01/2019;1;N;Clara da Cunha
2052;12/01/2019;3;S;Vitor Gabriel da Conceição
2053;01/01/2019;3;N;Igor Dias
2054;16/01/2019;4;S;Yuri Freitas
2055;04/01/2019;6;S;Caio Moura
2056;29/01/2019;1;N;Ana Lívia Barbosa
2057;31/01/2019;4;N;Lucas Gabriel Fogaça
2058;28/01/2019;4;N;Marcela da Mota
2059;06/01/2019;2;N;Yago Alves
2060;19/01/2019;4;N;Ana Beatriz Silveira
2061;06/01/2019;3;S;Augusto Ribeiro
2062;25/01/2019;3;N;Maria Sophia Freitas
2063;07/01/2019;2;S;Rafaela Cardoso
2064;25/01/2019;4;S;Sabrina Pires
2065;05/01/2019;3;N;Juan Nascimento
2066;22/01/2019;4;N;Elisa Ramos
2067;04/01/2019;4;S;Carolina Farias
2068;10/01/2019;6;S;Evelyn da Paz
2069;15/01/2019;2;S;Joaquim Rodrigues
2070;27/01/2019;5;S;Diego Araújo
2071;12/01/2019;1;N;João Lucas da Mata
2072;19/01/2019;3;S;João Miguel Nunes
2073;11/01/2019;4;S;Breno Dias
2074;26/01/2019;6;N;Agatha Cardoso
2075;23/01/2019;2;N;Isis Cardoso
2076;16/01/2019;4;N;Samuel Aragão
2077;07/01/2019;1;N;Lorenzo Vieira
2078;25/01/2019;5;N;Nathan Caldeira
2079;20/01/2019;1;S;João Gabriel da Cunha
2080;20/01/2019;5;N;Isabel Sales
2081;29/01/2019;5;N;Beatriz da Rocha
2082;18/01/2019;6;S;Dr. Lucca Correia
2083;26/01/2019;1;S;Gabriela Jesus
2084;19/01/2019;3;S;Bianca Souza
2085;02/01/2019;4;N;Juan Silva
2086;13/01/2019;6;N;Bryan Ribeiro
2087;18/01/2019;1;S;Heloísa Ribeiro
2088;13/01/2019;1;N;Antônio da Paz
2089;24/01/2019;5;N;Gustavo Henrique Souza
2090;26/01/2019;1;N;Vitor Hugo da Paz
2091;14/01/2019;1;N;Ana Júlia Ramos
2092;01/01/2019;4;N;Alexandre Mendes
2093;20/01/2019;3;N;Dr. Vinicius da Paz
2094;24/01/2019;2;N;Ana Júlia Souza
2095;24/01/2019;4;S;Pedro Miguel Fogaça
2096;25/01/2019;4;S;Ana Vitória das Neves
2097;08/01/2019;6;N;Dr. Luiz Henrique da Conceição
2098;04/01/2019;6;N;Dra. Bárbara Ramos
2099;13/01/2019;5;N;João Freitas
2100;01/01/2019;6;S;Carolina Nascimento
2101;05/01/2019;6;N;Júlia Nunes
2102;09/01/2019;5;S;Levi Correia
2103;05/01/2019;6;N;Luiz Otávio da Rosa
2104;15/01/2019;3;S;Igor Lopes
2105;07/01/2019;5;S;Guilherme Mendes
2106;09/01/2019;2;S;Catarina da Conceição
2107;15/01/2019;1;N;Clarice Fogaça
2108;12/01/2019;3;S;Clara da Luz
2109;29/01/2019;1;N;Bianca Alves
2110;18/01/2019;3;S;Alexia Azevedo
2111;22/01/2019;4;N;João Felipe Nogueira
2112;10/01/2019;2;S;Leandro Viana
2113;23/01/2019;2;S;Ana Júlia Barbosa
2114;02/01/2019;1;N;Cauê Costela
2115;04/01/2019;3;N;Miguel Barros
2116;30/01/2019;3;S;Maria Cecília da Luz
2117;03/01/2019;2;N;Helena Nogueira
2118;14/01/2019;3;N;Igor Ribeiro
2119;22/01/2019;4;N;Catarina Monteiro
2120;28/01/2019;1;N;Kaique da Mota
2121;26/01/2019;6;S;Lavínia Rodrigues
2122;03/01/2019;1;S;Raquel Mendes
2123;10/01/2019;4;S;Arthur Nogueira
2124;01/01/2019;3;N;Maria Vitória Costa
2125;06/01/2019;2;S;João Lucas Porto
2126;21/01/2019;1;S;Maria Cecília Nunes
2127;10/01/2019;5;S;Marcelo Rodrigues
2128;03/01/2019;5;S;Calebe Costela
2129;20/01/2019;1;N;Maitê Cardoso
2130;01/01/2019;1;S;Dr. Cauã da Costa
2131;26/01/2019;5;S;Clarice Moura
2132;16/01/2019;1;S;Kevin Nascimento
2133;22/01/2019;6;N;Agatha Costa
2134;04/01/2019;3;S;Heitor Freitas
2135;10/01/2019;4;S;Emanuel da Cruz
2136;29/01/2019;3;N;Gustavo Henrique Lima
2137;18/01/2019;6;S;Rodrigo Melo
2138;31/01/2019;3;N;Yago Gonçalves
2139;20/01/2019;5;S;Maria Fernanda da Conceição
2140;14/01/2019;1;N;Rafaela Barros
2141;09/01/2019;1;N;Lorenzo Lima
2142;07/01/2019;6;S;Luna Farias
2143;08/01/2019;3;S;Mariana da Mata
2144;16/01/2019;1;N;Gabriel Moraes
2145;07/01/2019;6;N;Dr. João Miguel da Mota
2146;13/01/2019;2;N;André Moreira
2147;19/01/2019;4;S;Maria Vitória Jesus
2148;24/01/2019;5;N;Pedro Miguel Araújo
2149;15/01/2019;2;S;Eduarda Pereira
2150;08/01/2019;6;N;Pedro Henrique Barros
2151;04/01/2019;6;S;Bianca Porto
2152;28/01/2019;6;S;Maria Eduarda Correia
2153;03/01/2019;4;N;Alana da Conceição
2154;16/01/2019;1;N;Dra. Maria Fernanda Barbosa
2155;22/01/2019;6;N;Isis Costela
2156;19/01/2019;4;S;Ana da Rocha
2157;22/01/2019;4;S;Lorenzo Aragão
2158;05/01/2019;6;S;Enzo Pinto
2159;09/01/2019;2;S;Heitor das Neves
2160;05/01/2019;3;S;Amanda Almeida
2161;10/01/2019;1;S;Cauã Sales
2162;17/01/2019;4;N;Samuel Aragão
2163;13/01/2019;5;S;Dr. Emanuel Moreira
2164;14/01/2019;3;S;Amanda Farias
2165;28/01/2019;1;S;Nicole Costa
2166;02/01/2019;6;S;Natália Sales
2167;15/01/2019;2;S;Giovanna Peixoto
2168;28/01/2019;1;S;Sarah da Conceição
2169;07/01/2019;2;N;Laís Campos
2170;20/01/2019;5;S;Dra. Emanuelly Mendes
2171;24/01/2019;1;N;Eduardo Jesus
2172;31/01/2019;2;S;Gustavo Henrique Cardoso
2173;18/01/2019;1;N;Felipe Carvalho
2174;14/01/2019;3;N;Valentina Costela
2175;01/01/2019;6;N;Theo Campos
2176;02/01/2019;5;N;Luiz Miguel Duarte
2177;17/01/2019;1;N;Carolina Ferreira
2178;12/01/2019;2;N;Daniela Farias
2179;24/01/2019;4;N;Maria Vitória das Neves
2180;06/01/2019;1;N;Anthony Teixeira
2181;28/01/2019;1;N;Alice da Costa
2182;27/01/2019;4;N;Laura Barbosa
2183;10/01/2019;2;S;Laura da Cunha
2184;02/01/2019;4;N;Kaique Cardoso
2185;27/01/2019;2;S;Joaquim da Cruz
2186;25/01/2019;2;N;Carolina da Luz
2187;18/01/2019;2;S;Juan Azevedo
2188;20/01/2019;6;N;Bárbara Nascimento
2189;29/01/2019;2;N;Juan Santos
2190;30/01/2019;3;N;Clarice Ribeiro
2191;08/01/2019;4;S;Ryan Rocha
2192;11/01/2019;2;N;Ian Melo
2193;07/01/2019;1;S;Vitor Castro
2194;28/01/2019;2;N;Isabel Pereira
2195;16/01/2019;4;N;Julia Cunha
2196;11/01/2019;5;S;Pedro Miguel Teixeira
2197;26/01/2019;6;N;Mirella Alves
2198;05/01/2019;2;S;Felipe Duarte
2199;16/01/2019;3;N;Dr. Caio Gomes
2200;02/01/2019;6;N;João Felipe Carvalho
2201;02/01/2019;3;N;Francisco Pinto
2202;17/01/2019;6;S;Luiza Moreira
2203;15/01/2019;4;N;Leonardo Ferreira
2204;26/01/2019;5;N;Vinicius Cunha
2205;26/01/2019;1;N;Alana Melo
2206;30/01/2019;1;N;Vitor Hugo Farias
2207;04/01/2019;6;S;Thiago Peixoto
2208;04/01/2019;2;S;Maria Julia Peixoto
2209;01/01/2019;2;S;Rafaela Mendes
2210;26/01/2019;1;S;Nicole Rezende
2211;18/01/2019;6;S;Ana Lívia Moura
2212;18/01/2019;6;S;Erick Jesus
2213;03/01/2019;2;S;Alana Moraes
2214;10/01/2019;1;N;Arthur da Paz
2215;24/01/2019;4;S;Isabelly Freitas
2216;19/01/2019;5;S;Isabella Carvalho
2217;01/01/2019;2;N;Emanuelly Fogaça
2218;28/01/2019;2;N;Luiz Miguel Correia
2219;25/01/2019;3;N;Dr. Theo Caldeira
2220;06/01/2019;6;N;Caio Nunes
2221;19/01/2019;6;N;Bryan Araújo
2222;10/01/2019;5;S;Dr. Vinicius Freitas
2223;04/01/2019;4;S;Augusto da Rosa
2224;16/01/2019;3;S;Heloísa Peixoto
2225;12/01/2019;6;S;Luiz Gustavo da Mata
2226;23/01/2019;6;N;Vinicius da Paz
2227;29/01/2019;2;S;Dra. Raquel Melo
2228;23/01/2019;6;S;Dr. André Ferreira
2229;27/01/2019;6;N;Eduardo das Neves
2230;26/01/2019;5;N;Dr. Anthony Silva
2231;21/01/2019;6;S;Carolina Teixeira
2232;21/01/2019;5;S;Luana Almeida
2233;18/01/2019;1;S;Marcela Almeida
2234;22/01/2019;2;S;Maria Julia Melo
2235;19/01/2019;3;S;Guilherme da Cunha
2236;18/01/2019;6;S;Gabrielly Mendes
2237;05/01/2019;5;S;Laís Santos
2238;18/01/2019;3;N;Lucca Gomes
2239;13/01/2019;5;N;Diego Silveira
2240;29/01/2019;1;N;Maria Luiza Cunha
2241;05/01/2019;3;S;Luiz Gustavo da Costa
2242;05/01/2019;5;N;Isis da Luz
2243;15/01/2019;1;S;Daniel Moraes
2244;01/01/2019;5;N;Murilo Jesus
2245;30/01/2019;1;N;Ana Julia Cavalcanti
2246;19/01/2019;2;N;Bianca Ferreira
2247;06/01/2019;2;S;Ana Sophia da Rosa
2248;10/01/2019;5;N;Stella Costela
2249;01/01/2019;6;N;Laura Dias
2250;08/01/2019;1;S;Olivia Carvalho
2251;16/01/2019;3;N;Mariane Silveira
2252;10/01/2019;6;S;Erick Peixoto
2253;04/01/2019;6;N;Ana Nogueira
2254;14/01/2019;3;N;Enzo Rodrigues
2255;30/01/2019;4;S;Evelyn Araújo
2256;24/01/2019;1;N;Enzo Gabriel Ramos
2257;09/01/2019;5;N;Igor Pereira
2258;30/01/2019;6;N;Laís Peixoto
2259;04/01/2019;6;N;Lorena da Cruz
2260;28/01/2019;4;S;Isabella Costa
2261;25/01/2019;1;N;Pietra Pereira
2262;28/01/2019;6;N;Ana Sophia Jesus
2263;03/01/2019;4;S;Alexia Rodrigues
2264;23/01/2019;5;N;Danilo Barbosa
2265;26/01/2019;1;N;Ana Laura Rocha
2266;30/01/2019;4;S;Manuela Vieira
2267;09/01/2019;6;N;Leonardo Cardoso
2268;14/01/2019;2;S;Maysa das Neves
2269;04/01/2019;4;S;Vicente Oliveira
2270;16/01/2019;2;S;Luiz Henrique Ribeiro
2271;16/01/2019;2;S;Olivia Melo
2272;27/01/2019;5;N;Esther da Rocha
2273;19/01/2019;3;S;Marcela da Cunha
2274;21/01/2019;1;N;Sophia Jesus
2275;04/01/2019;2;N;Ian Cavalcanti
2276;25/01/2019;6;N;Esther da Rocha
2277;25/01/2019;3;S;Vitória Nascimento
2278;27/01/2019;2;S;Daniela Rezende
2279;21/01/2019;6;S;Lucas Gabriel Vieira
2280;15/01/2019;5;N;Agatha Silveira
2281;08/01/2019;1;S;Alice Silva
2282;29/01/2019;5;S;Enrico Mendes
2283;04/01/2019;3;N;Valentina da Rosa
2284;04/01/2019;2;N;Emanuelly Barbosa
2285;15/01/2019;1;S;Noah das Neves
2286;23/01/2019;3;S;Esther Moreira
2287;12/01/2019;4;N;Davi Luiz Duarte
2288;04/01/2019;4;S;Juan Pinto
2289;22/01/2019;5;S;Enrico Fogaça
2290;05/01/2019;2;S;Marcela Caldeira
2291;08/01/2019;6;N;Breno Gomes
2292;08/01/2019;6;S;Manuela Correia
2293;24/01/2019;5;S;Julia Lima
2294;28/01/2019;3;N;Isaac Martins
2295;17/01/2019;4;N;Thales Aragão
2296;30/01/2019;2;S;Clarice Araújo
2297;10/01/2019;6;N;Isis Fogaça
2298;04/01/2019;6;S;Vitória Santos
2299;29/01/2019;4;S;Yasmin Porto
2300;08/01/2019;2;S;Isabel Caldeira
2301;07/01/2019;3;S;Maria Alice Souza
2302;14/01/2019;3;N;Dra. Marcela Porto
2303;31/01/2019;3;S;Dr. Emanuel Souza
2304;21/01/2019;3;S;Dra. Ana Vitória Correia
2305;27/01/2019;1;N;Nicolas Campos
2306;24/01/2019;3;S;André Dias
2307;15/01/2019;6;N;Maria Cecília da Mata
2308;05/01/2019;5;S;Lorena Pinto
2309;06/01/2019;1;S;Nicole Cardoso
2310;01/01/2019;3;N;Levi Fogaça
2311;15/01/2019;1;N;Valentina Pires
2312;10/01/2019;5;S;Ana Laura Novaes
2313;08/01/2019;4;N;Julia Ferreira
2314;26/01/2019;3;S;Cecília Lima
2315;12/01/2019;1;N;Nicolas Porto
2316;22/01/2019;1;S;Emanuelly Souza
2317;07/01/2019;4;N;Samuel Caldeira
2318;28/01/2019;6;S;Clarice Fernandes
2319;19/01/2019;2;N;Nathan Porto
2320;31/01/2019;6;S;Lucas Farias
2321;01/01/2019;5;N;Stephany Teixeira
2322;20/01/2019;3;S;Ana Júlia da Conceição
2323;15/01/2019;2;N;Dra. Isabelly Costela
2324;24/01/2019;2;N;Melissa da Cunha
2325;18/01/2019;5;N;Esther Ribeiro
2326;29/01/2019;5;S;Luana Cavalcanti
2327;07/01/2019;3;S;Juan Nogueira
2328;06/01/2019;5;S;Rodrigo da Conceição
2329;25/01/2019;3;S;Clara da Rosa
2330;28/01/2019;3;S;Bryan Pinto
2331;20/01/2019;1;S;Stephany da Cruz
2332;08/01/2019;1;S;Natália Mendes
2333;21/01/2019;2;S;Lívia Lopes
2334;13/01/2019;5;S;Danilo Caldeira
2335;31/01/2019;1;N;Fernando Campos
2336;26/01/2019;5;N;Miguel Correia
2337;26/01/2019;4;N;André Nunes
2338;20/01/2019;5;N;Valentina Ramos
2339;14/01/2019;2;S;Ana Laura Rodrigues
2340;26/01/2019;4;N;Henrique Sales
2341;30/01/2019;2;S;Enzo Rezende
2342;05/01/2019;3;N;Maria Julia Lopes
2343;18/01/2019;5;S;Natália Ferreira
2344;02/01/2019;2;S;Davi Luiz da Paz
2345;25/01/2019;5;N;Dra. Bianca Ramos
2346;22/01/2019;3;N;Ana Luiza Oliveira
2347;26/01/2019;4;N;Dra. Luna da Cunha
2348;20/01/2019;5;S;Caio Moreira
2349;14/01/2019;4;S;Sarah da Cunha
2350;02/01/2019;5;S;Dra. Maitê Cardoso
2351;18/01/2019;2;S;Gabriela Rocha
2352;12/01/2019;4;S;Dr. Carlos Eduardo da Costa
2353;09/01/2019;1;N;Milena Sales
2354;24/01/2019;3;N;Heloísa Peixoto
2355;16/01/2019;3;N;Isis Teixeira
2356;31/01/2019;5;S;Eduarda Freitas
2357;19/01/2019;5;S;Samuel Cardoso
2358;03/01/2019;2;S;Danilo Moreira
2359;04/01/2019;4;S;Davi Luiz Martins
2360;29/01/2019;5;S;Otávio Campos
2361;14/01/2019;1;S;Joana da Mota
2362;16/01/2019;4;N;Eduarda da Mata
2363;25/01/2019;3;N;Maria Alice da Mota
2364;02/01/2019;4;N;Anthony Silveira
2365;10/01/2019;5;S;Emanuella Vieira
2366;01/01/2019;1;N;Davi Luiz Rocha
2367;12/01/2019;6;S;Felipe Moreira
2368;06/01/2019;2;S;Elisa Ribeiro
2369;06/01/2019;6;N;Yago da Costa
2370;31/01/2019;3;S;Henrique Mendes
2371;09/01/2019;4;S;Theo Almeida
2372;08/01/2019;3;S;Eloah Gomes
2373;13/01/2019;1;N;Ana Laura Oliveira
2374;25/01/2019;3;N;Rebeca da Cunha
2375;28/01/2019;5;N;Davi Luiz Sales
2376;12/01/2019;6;S;Milena Dias
2377;26/01/2019;6;S;João Araújo
2378;01/01/2019;2;N;Alice Teixeira
2379;26/01/2019;3;S;Luiz Otávio Dias
2380;18/01/2019;3;N;Ana Julia Novaes
2381;04/01/2019;4;N;Sarah Pinto
2382;30/01/2019;5;S;João Lucas Correia
2383;04/01/2019;4;S;Beatriz Gomes
2384;25/01/2019;4;N;Vinicius da Mota
2385;04/01/2019;6;N;Lívia Porto
2386;19/01/2019;4;N;Bianca Nogueira
2387;26/01/2019;1;N;Dr. Danilo Gonçalves
2388;16/01/2019;2;S;Clarice Barros
2389;05/01/2019;4;S;Nina Barros
2390;29/01/2019;4;S;Lucas Rocha
2391;06/01/2019;2;S;Felipe Farias
2392;02/01/2019;3;S;Dr. Luigi Novaes
2393;23/01/2019;6;N;Sophia da Mata
2394;28/01/2019;3;S;Luiz Felipe Lopes
2395;18/01/2019;2;N;Natália Melo
2396;15/01/2019;4;S;Dr. Raul da Rocha
2397;07/01/2019;2;N;Bárbara das Neves
2398;24/01/2019;2;S;Rodrigo da Cruz
2399;02/01/2019;6;N;Stephany Ramos
2400;27/01/2019;6;S;Maria Luiza Lima
2401;12/01/2019;1;N;Igor Nascimento
2402;07/01/2019;1;N;Kaique da Cunha
2403;12/01/2019;6;S;Natália Vieira
2404;06/01/2019;6;S;Luiz Felipe Nunes
2405;17/01/2019;6;N;Thiago Costa
2406;31/01/2019;5;N;João Felipe Costa
2407;09/01/2019;3;S;Maria Luiza Cardoso
2408;30/01/2019;1;N;Dr. Thales Pires
2409;10/01/2019;5;N;Renan Oliveira
2410;01/01/2019;4;S;Igor Oliveira
2411;06/01/2019;2;N;Thiago Barbosa
2412;04/01/2019;1;S;Isis Souza
2413;24/01/2019;3;S;Isabelly das Neves
2414;19/01/2019;3;S;Giovanna Cavalcanti
2415;31/01/2019;6;N;Carolina da Rosa
2416;17/01/2019;5;S;Elisa Moreira
2417;12/01/2019;3;N;João Felipe Moraes
2418;23/01/2019;5;N;Lucas Gabriel Silveira
2419;21/01/2019;2;S;Pedro Miguel da Mata
2420;14/01/2019;2;N;Vitor Hugo Castro
2421;04/01/2019;1;N;Ana Luiza Cavalcanti
2422;15/01/2019;4;S;Alana das Neves
2423;18/01/2019;4;N;Benício Azevedo
2424;17/01/2019;2;N;Mariane Carvalho
2425;29/01/2019;3;S;Enrico da Luz
2426;23/01/2019;1;S;Juan da Conceição
2427;12/01/2019;3;N;Lara Melo
2428;31/01/2019;2;S;Nicolas Nunes
2429;12/01/2019;6;S;Davi Lucas Costela
2430;25/01/2019;2;S;Alexandre Dias
2431;08/01/2019;3;S;Brenda Novaes
2432;28/01/2019;6;N;Brenda da Cruz
2433;25/01/2019;6;N;Lara da Paz
2434;07/01/2019;2;N;Thomas Campos
2435;05/01/2019;2;N;Fernanda Silveira
2436;30/01/2019;3;S;Augusto Pires
2437;13/01/2019;2;N;Sophia Rodrigues
2438;30/01/2019;1;S;Marina Peixoto
2439;02/01/2019;6;S;Felipe Fogaça
2440;01/01/2019;2;N;Beatriz Jesus
2441;06/01/2019;4;N;Rodrigo Viana
2442;20/01/2019;1;N;João Lucas da Mata
2443;06/01/2019;6;N;Emanuella Almeida
2444;25/01/2019;3;N;João Gabriel da Mota
2445;06/01/2019;1;N;Luana Nascimento
2446;03/01/2019;2;N;Diogo Lopes
2447;09/01/2019;2;S;Rebeca Nunes
2448;23/01/2019;3;S;Milena Pinto
2449;25/01/2019;6;S;Natália das Neves
2450;01/01/2019;5;S;Bruna da Luz
2451;22/01/2019;5;N;Davi Luiz da Rocha
2452;08/01/2019;2;S;Raul Barbosa
2453;19/01/2019;6;N;Thomas Cardoso
2454;11/01/2019;3;N;Maria Julia Pinto
2455;14/01/2019;2;N;Beatriz Silveira
2456;24/01/2019;5;S;Júlia Pinto
2457;23/01/2019;5;S;Luiz Felipe Almeida
2458;22/01/2019;6;N;Dr. Luiz Miguel Sales
2459;14/01/2019;3;N;Luiz Gustavo da Conceição
2460;15/01/2019;4;S;Bernardo Moreira
2461;30/01/2019;2;N;Dr. Leandro da Conceição
2462;03/01/2019;3;S;Juliana Cardoso
2463;31/01/2019;5;S;Mirella Rezende
2464;28/01/2019;3;N;Yasmin Martins
2465;20/01/2019;1;N;Breno Ferreira
2466;24/01/2019;2;S;Sophia Cardoso
2467;28/01/2019;3;S;Luiz Miguel Melo
2468;15/01/2019;4;N;Yago da Mota
2469;27/01/2019;1;S;Dr. Vicente Aragão
2470;24/01/2019;5;S;Caio Silva
2471;22/01/2019;1;S;Bruna Freitas
2472;13/01/2019;3;N;Sofia Cardoso
2473;17/01/2019;1;N;Clara Correia
2474;23/01/2019;2;N;Mirella Correia
2475;15/01/2019;4;N;Marcos Vinicius Teixeira
2476;23/01/2019;5;S;Stephany Ribeiro
2477;15/01/2019;6;N;Gabriel Cunha
2478;26/01/2019;1;S;Renan Araújo
2479;01/01/2019;1;S;Dr. João Lucas Carvalho
2480;22/01/2019;3;S;Luiza Barros
2481;20/01/2019;5;S;Isabel Martins
2482;15/01/2019;5;N;Alexandre Gonçalves
2483;20/01/2019;3;S;Bernardo Azevedo
2484;02/01/2019;3;N;Thales Cunha
2485;26/01/2019;3;S;Davi Luiz das Neves
2486;20/01/2019;1;S;Lucas Gabriel Porto
2487;04/01/2019;2;S;Guilherme da Costa
2488;25/01/2019;2;S;Luna da Paz
2489;04/01/2019;4;S;Maria Cecília Pinto
2490;12/01/2019;2;N;Alexia Barros
2491;06/01/2019;4;S;Lavínia Teixeira
2492;27/01/2019;4;N;Rodrigo Nascimento
2493;22/01/2019;2;S;Vitória Castro
2494;27/01/2019;1;N;Marina Porto
2495;03/01/2019;2;S;Henrique Moreira
2496;18/01/2019;6;N;Sophie da Cunha
2497;28/01/2019;4;S;Natália da Paz
2498;15/01/2019;4;S;Bianca Campos
2499;28/01/2019;4;S;Nicole da Rosa
2500;01/01/2019;4;N;João Lucas Teixeira
2501;08/01/2019;3;N;Marcos Vinicius Dias
2502;03/01/2019;1;S;Helena Cavalcanti
2503;16/01/2019;4;N;Carolina Campos
2504;22/01/2019;5;S;Júlia Monteiro
2505;14/01/2019;1;S;Ana Vitória da Paz
2506;09/01/2019;2;S;Marcela da Paz
2507;26/01/2019;6;N;Laura Costela
2508;11/01/2019;4;S;Henrique Lopes
2509;20/01/2019;2;N;Vitor Azevedo
