MAT_ALU;NOME;DAT_ENTRADA;COD_CURSO;COTISTA
3434;Alexandre Caldeira;28/01/19;6;S
3435;Pietro Cunha;28/01/19;4;S
3436;Enrico Nascimento;22/01/19;1;S
3437;Manuela Moura;26/01/19;2;S
3438;Heitor Lima;23/01/19;6;N
3439;Nicolas Caldeira;05/01/19;1;N
3440;Luiz Felipe Costela;24/01/19;1;S
3441;Paulo Castro;20/01/19;4;N
3442;Levi Rodrigues;03/01/19;6;N
3443;Vitor Gabriel Rocha;08/01/19;2;N
3444;Kaique Farias;19/01/19;1;N
3445;Emilly Almeida;12/01/19;3;N
3446;Enrico Ramos;10/01/19;1;N
3447;Maria Vitória da Rocha;27/01/19;2;N
3448;Juan Moreira;09/01/19;5;N
3449;Dr. André Ribeiro;08/01/19;5;N
3450;Maria Eduarda Souza;14/01/19;3;N
3451;Bárbara Correia;15/01/19;1;N
3452;Gustavo Henrique Vieira;16/01/19;6;N
3453;Isabelly Araújo;04/01/19;5;S
3454;Diogo da Luz;04/01/19;5;S
3455;Ana Sophia Ramos;19/01/19;1;N
3456;Manuela Gonçalves;16/01/19;3;N
3457;Davi Lucca Costa;25/01/19;2;S
3458;Ana Vitória Ramos;12/01/19;6;N
3459;Diogo Gonçalves;25/01/19;2;N
3460;Daniela Farias;16/01/19;6;N
3461;Heloísa Ramos;06/01/19;4;N
3462;Lucas das Neves;02/01/19;5;S
3463;Luiza Lopes;07/01/19;4;N
3464;Heitor Azevedo;24/01/19;2;S
3465;Vicente Rocha;23/01/19;3;N
3466;Maria Vitória Melo;20/01/19;2;S
3467;Nina da Paz;27/01/19;2;S
3468;Isabel Nunes;29/01/19;1;S
3469;Paulo Almeida;20/01/19;6;N
3470;Vicente Pires;14/01/19;3;N
3471;João Guilherme Mendes;18/01/19;3;S
3472;Lorenzo Jesus;29/01/19;5;S
3473;Luiz Gustavo Carvalho;30/01/19;3;S
3474;Isaac Pereira;15/01/19;2;S
3475;Ryan da Cunha;07/01/19;2;N
3476;Caroline Monteiro;18/01/19;5;N
3477;Ana Vitória Pires;29/01/19;3;S
3478;Isis Barbosa;28/01/19;1;N
3479;Raquel Gonçalves;14/01/19;4;N
3480;Gabriel Ramos;31/01/19;3;N
3481;Raquel Novaes;21/01/19;1;S
3482;Isabella Souza;19/01/19;2;S
3483;Fernando Barros;30/01/19;3;N
3484;Yago Barbosa;23/01/19;5;N
3485;Maysa Carvalho;05/01/19;4;N
3486;Isadora Carvalho;06/01/19;4;S
3487;João Silveira;06/01/19;1;S
3488;Otávio das Neves;31/01/19;4;N
3489;Helena Rocha;02/01/19;5;S
3490;Maria Luiza Freitas;22/01/19;5;S
3491;Matheus da Rocha;05/01/19;5;S
3492;Esther Campos;14/01/19;2;N
3493;Rodrigo da Costa;14/01/19;6;S
3494;Gustavo Costela;18/01/19;2;S
3495;Vicente Alves;13/01/19;1;N
3496;Emanuella Ribeiro;20/01/19;1;S
3497;Luigi Castro;24/01/19;2;N
3498;Esther Monteiro;13/01/19;3;S
3499;Clara Porto;19/01/19;1;N
3500;Samuel Martins;26/01/19;3;N
3501;Milena Farias;31/01/19;1;S
3502;Diogo Azevedo;05/01/19;1;S
3503;Maria Julia Pires;05/01/19;3;S
3504;Calebe Viana;09/01/19;2;N
3505;Letícia Oliveira;15/01/19;1;S
3506;Yuri da Rocha;08/01/19;1;S
3507;Ana Sophia Caldeira;16/01/19;6;N
3508;Felipe Campos;19/01/19;1;N
3509;Lorenzo Silveira;12/01/19;5;N
3510;Joaquim Barbosa;05/01/19;4;N
3511;João Felipe Martins;28/01/19;5;S
3512;Enzo Gabriel Cavalcanti;26/01/19;1;S
3513;João Lucas Costa;03/01/19;2;S
3514;Lívia Farias;22/01/19;2;N
3515;Luiza Aragão;07/01/19;3;N
3516;Rodrigo Costa;30/01/19;5;S
3517;Marcos Vinicius Silva;16/01/19;6;N
3518;Kamilly Gonçalves;09/01/19;4;N
3519;Mariana da Paz;10/01/19;3;S
3520;Erick Rezende;06/01/19;5;S
3521;Lucas Gabriel Monteiro;31/01/19;6;N
3522;Heloísa Novaes;16/01/19;5;S
3523;João Vitor Pinto;26/01/19;1;N
3524;Lívia Gonçalves;11/01/19;6;N
3525;Isabelly Aragão;24/01/19;3;S
3526;Lavínia Nunes;07/01/19;3;S
3527;Pedro Lucas Costa;14/01/19;2;N
3528;Pedro Lucas Farias;30/01/19;4;N
3529;Isaac Freitas;22/01/19;4;N
3530;Nina Nogueira;18/01/19;4;N
3531;Dra. Manuela Moraes;11/01/19;2;N
3532;Emanuella das Neves;25/01/19;3;S
3533;Maria Luiza Azevedo;22/01/19;3;S
3534;Maria Clara da Mota;18/01/19;5;N
3535;Luiz Felipe Alves;16/01/19;4;S
3536;Dr. Augusto Silva;06/01/19;2;N
3537;Leonardo Carvalho;16/01/19;3;N
3538;Calebe Almeida;13/01/19;6;S
3539;Dr. Kevin da Mata;03/01/19;5;N
3540;Luiz Gustavo Duarte;15/01/19;5;S
3541;Eloah Gonçalves;09/01/19;3;N
3542;Ana Lívia Santos;17/01/19;1;S
3543;Caroline Rocha;19/01/19;1;S
3544;Murilo Ramos;06/01/19;5;N
3545;Vicente Cavalcanti;24/01/19;1;S
3546;Marcelo Lima;08/01/19;2;N
3547;Yago Castro;02/01/19;6;S
3548;Maria Clara da Costa;01/01/19;4;S
3549;Raquel Sales;19/01/19;2;S
3550;Ana Júlia Dias;02/01/19;3;S
3551;Dr. Luiz Gustavo Campos;22/01/19;2;N
3552;Melissa Lima;02/01/19;2;S
3553;Emilly Ribeiro;27/01/19;6;N
3554;Luiza Nascimento;15/01/19;3;N
3555;Luiz Gustavo Nunes;26/01/19;3;S
3556;Otávio Campos;01/01/19;6;S
3557;Vitor Peixoto;13/01/19;1;S
3558;Benício Jesus;18/01/19;4;N
3559;Gabriel Melo;13/01/19;6;S
3560;Davi Luiz Martins;09/01/19;2;N
3561;Theo Aragão;14/01/19;6;N
3562;Rebeca Teixeira;26/01/19;6;N
3563;Marcelo Nogueira;08/01/19;3;N
3564;Fernanda Souza;20/01/19;1;S
3565;Leandro Ferreira;10/01/19;2;S
3566;Dr. Luiz Otávio Rezende;25/01/19;2;N
3567;Lívia Nogueira;10/01/19;3;N
3568;Luiz Miguel da Rocha;08/01/19;3;N
3569;Erick Souza;16/01/19;6;N
3570;Pedro Lucas Vieira;09/01/19;1;N
3571;Rodrigo Campos;06/01/19;2;S
3572;Dra. Catarina Novaes;30/01/19;1;S
3573;Raul Caldeira;12/01/19;3;S
3574;João Miguel Porto;20/01/19;5;N
3575;Manuela da Luz;27/01/19;3;N
3576;Gustavo Henrique da Mata;21/01/19;3;N
3577;Leandro Sales;14/01/19;6;S
3578;Theo Sales;22/01/19;5;S
3579;Ana Clara da Conceição;31/01/19;6;S
3580;Rebeca Ferreira;30/01/19;5;N
3581;Pedro Lucas Dias;19/01/19;2;S
3582;André Cunha;21/01/19;4;N
3583;Sabrina Novaes;16/01/19;2;S
3584;Sophie Correia;09/01/19;1;N
3585;Maitê Aragão;16/01/19;6;S
3586;Giovanna Mendes;02/01/19;4;N
3587;Heloísa Araújo;01/01/19;6;S
3588;Beatriz Sales;23/01/19;4;S
3589;Mariane Dias;19/01/19;6;S
3590;Daniela Carvalho;28/01/19;6;S
3591;Luiz Otávio da Cruz;22/01/19;1;S
3592;Esther da Conceição;18/01/19;4;S
3593;Valentina Lopes;12/01/19;5;S
3594;Dra. Mariana Freitas;07/01/19;3;N
3595;João Gabriel Jesus;02/01/19;1;S
3596;Isis Ribeiro;01/01/19;3;S
3597;Stella Pinto;21/01/19;1;S
3598;Valentina Duarte;19/01/19;1;N
3599;Mirella Barros;03/01/19;2;N
3600;Francisco Mendes;30/01/19;3;S
3601;Theo Silva;07/01/19;3;S
3602;Guilherme da Cruz;02/01/19;5;S
3603;Júlia Viana;04/01/19;6;S
3604;Gustavo Henrique Souza;02/01/19;5;N
3605;Maria Clara da Cunha;28/01/19;1;S
3606;Marcos Vinicius Dias;17/01/19;5;S
3607;Larissa Fogaça;24/01/19;3;N
3608;Rafaela Oliveira;20/01/19;3;S
3609;Dra. Sophie Nascimento;25/01/19;2;S
3610;Breno Barbosa;25/01/19;1;N
3611;Gustavo Henrique Barbosa;10/01/19;3;N
3612;Amanda Monteiro;12/01/19;2;S
3613;Pedro Henrique Nascimento;20/01/19;5;N
3614;Fernanda Azevedo;20/01/19;1;N
3615;Luiz Henrique Rezende;31/01/19;6;S
3616;Lorenzo Sales;07/01/19;4;N
3617;Maria Cecília Costa;13/01/19;4;N
3618;Otávio Correia;31/01/19;2;N
3619;Lucas Viana;21/01/19;4;N
3620;Miguel da Paz;07/01/19;4;N
3621;André Novaes;16/01/19;2;S
3622;Murilo Moreira;30/01/19;6;N
3623;Theo Carvalho;30/01/19;2;S
3624;Alexia Moura;19/01/19;1;S
3625;Eloah Alves;28/01/19;4;N
3626;Maria Cecília Rezende;23/01/19;5;N
3627;Antônio Teixeira;23/01/19;5;N
3628;Lorenzo Aragão;15/01/19;4;N
3629;Paulo da Rocha;11/01/19;3;S
3630;Arthur Mendes;20/01/19;1;S
3631;Ana Sophia da Rosa;02/01/19;1;N
3632;Amanda Martins;04/01/19;4;S
3633;Pedro Rodrigues;12/01/19;4;N
3634;Lorena Jesus;07/01/19;3;S
3635;Benício Vieira;09/01/19;6;N
3636;Lorenzo da Conceição;20/01/19;4;N
3637;Henrique das Neves;25/01/19;5;N
3638;Juan Peixoto;05/01/19;3;N
3639;Lorena Fernandes;09/01/19;5;S
3640;Gustavo Duarte;05/01/19;2;N
3641;Rebeca Monteiro;03/01/19;4;S
3642;Vitor Hugo Oliveira;22/01/19;6;N
3643;Leonardo Lopes;24/01/19;3;S
3644;Luigi Pereira;18/01/19;5;S
3645;Alexandre da Luz;21/01/19;2;S
3646;Dr. Enzo Gabriel Carvalho;13/01/19;1;N
3647;Nathan Cunha;28/01/19;6;N
3648;Alice Vieira;04/01/19;4;N
3649;Emanuel Gonçalves;28/01/19;3;N
3650;Alana Novaes;06/01/19;6;N
3651;Emanuel Ferreira;07/01/19;1;N
3652;Heloísa Jesus;27/01/19;4;S
3653;Yuri Silva;30/01/19;6;S
3654;Raquel Rezende;31/01/19;2;S
3655;Breno da Rocha;24/01/19;3;N
3656;Igor Martins;29/01/19;4;N
3657;Caio Viana;20/01/19;4;S
3658;Raul Teixeira;15/01/19;3;N
3659;Vicente Correia;04/01/19;5;S
3660;Renan Porto;31/01/19;5;S
3661;Nicolas da Paz;07/01/19;1;S
3662;Julia Cunha;26/01/19;5;S
3663;Diogo Almeida;11/01/19;2;N
3664;Ana Melo;16/01/19;5;N
3665;Emanuella Moreira;17/01/19;3;S
3666;Maria Alice Freitas;02/01/19;4;S
3667;Ana Vitória Caldeira;10/01/19;2;N
3668;Vinicius Nogueira;23/01/19;1;N
3669;Daniela Costela;27/01/19;1;S
3670;Isabella Azevedo;09/01/19;2;S
3671;Pedro Lucas Cavalcanti;31/01/19;5;S
3672;Samuel Pires;02/01/19;6;S
3673;João Pedro Cunha;15/01/19;5;N
3674;Vitor Gabriel Alves;22/01/19;1;S
3675;Benício Moura;13/01/19;5;N
3676;Pedro Miguel Freitas;15/01/19;3;N
3677;Henrique Caldeira;28/01/19;3;N
3678;Manuela Dias;10/01/19;5;S
3679;Fernanda Moraes;04/01/19;5;N
3680;João Vitor Sales;29/01/19;4;N
3681;Thiago Caldeira;11/01/19;3;N
3682;Daniel da Rosa;25/01/19;1;S
3683;Davi Lucca da Luz;20/01/19;2;N
3684;Elisa Freitas;25/01/19;1;N
3685;Diego Farias;05/01/19;1;S
3686;Marcelo Cunha;11/01/19;6;N
3687;Anthony Vieira;30/01/19;4;N
3688;Alícia Dias;09/01/19;4;S
3689;Isabelly Moraes;31/01/19;2;S
3690;Rodrigo Araújo;18/01/19;6;N
3691;Ana Julia Barros;04/01/19;6;N
3692;Maria Martins;17/01/19;4;S
3693;Juliana Caldeira;31/01/19;6;S
3694;Dra. Mariane Dias;30/01/19;4;S
3695;Bryan Vieira;11/01/19;2;S
3696;Calebe Ribeiro;04/01/19;1;S
3697;Ana Julia Melo;26/01/19;3;N
3698;Enrico da Mata;03/01/19;3;S
3699;Nathan Barbosa;17/01/19;3;S
3700;Brenda Rocha;20/01/19;1;S
3701;Sofia Barros;07/01/19;5;N
3702;Dra. Agatha Cardoso;25/01/19;5;N
3703;Amanda da Costa;18/01/19;1;S
3704;Julia Mendes;12/01/19;2;N
3705;Dr. Davi Lucas Fogaça;02/01/19;3;N
3706;Calebe das Neves;10/01/19;2;S
3707;Gustavo Henrique Correia;08/01/19;3;N
3708;Vitor Carvalho;05/01/19;2;N
3709;Sophie da Luz;11/01/19;5;N
3710;Thales Peixoto;22/01/19;3;S
3711;Fernando da Paz;08/01/19;2;S
3712;Miguel Cardoso;22/01/19;6;S
3713;Mariane Melo;17/01/19;6;S
3714;Emanuelly Gomes;14/01/19;6;S
3715;Murilo Duarte;28/01/19;3;N
3716;Dr. Pietro Carvalho;14/01/19;3;N
3717;Cauê Lima;31/01/19;5;N
3718;Lívia Rezende;09/01/19;5;S
3719;Laura Almeida;21/01/19;2;N
3720;Dr. Guilherme Pereira;23/01/19;1;N
3721;Emanuel Moraes;21/01/19;4;N
3722;Levi Sales;14/01/19;5;N
3723;Fernanda Rocha;25/01/19;5;N
3724;Bárbara Gomes;25/01/19;2;N
3725;Miguel Peixoto;30/01/19;4;S
3726;Dr. Levi Lima;11/01/19;3;S
3727;Henrique Azevedo;25/01/19;6;N
3728;Maria Fernanda Azevedo;20/01/19;3;S
3729;Pedro Henrique Almeida;15/01/19;1;N
3730;Breno Ramos;17/01/19;2;S
3731;Lara Moraes;25/01/19;2;N
3732;Felipe Ferreira;02/01/19;5;N
3733;Emanuelly Ferreira;19/01/19;5;N
3734;Otávio Monteiro;02/01/19;3;S
3735;Heloísa Ramos;27/01/19;6;S
3736;Leandro Rezende;09/01/19;3;S
3737;Maysa Aragão;03/01/19;6;S
3738;Guilherme Moura;20/01/19;2;S
3739;Dra. Ana Lívia das Neves;07/01/19;4;N
3740;Antônio Sales;26/01/19;4;N
3741;Dr. João Lucas Oliveira;14/01/19;5;N
3742;Dr. Erick Moraes;19/01/19;2;N
3743;Antônio Moura;19/01/19;4;N
3744;Clara Alves;08/01/19;5;N
3745;Leonardo Dias;14/01/19;5;N
3746;Isaac da Rosa;21/01/19;2;N
3747;Natália da Paz;07/01/19;5;S
3748;Renan Costa;07/01/19;1;N
3749;Francisco Silveira;06/01/19;2;N
3750;Luiz Felipe Silveira;07/01/19;3;N
3751;Marcos Vinicius Ferreira;17/01/19;1;S
3752;Thales Teixeira;07/01/19;3;N
3753;Bárbara Martins;14/01/19;4;N
3754;Maysa da Luz;07/01/19;2;S
3755;Manuela Carvalho;16/01/19;5;N
3756;Laura Porto;08/01/19;3;N
3757;Rebeca da Cunha;10/01/19;2;N
3758;Sarah Fogaça;19/01/19;3;S
3759;Maria Clara das Neves;11/01/19;2;S
3760;Caroline Ramos;26/01/19;4;S
3761;Luiz Henrique Ramos;20/01/19;6;S
3762;Milena Fernandes;13/01/19;1;S
3763;Mariana Cardoso;23/01/19;2;S
3764;Sarah da Luz;18/01/19;4;N
3765;Otávio Freitas;16/01/19;4;S
3766;Kamilly Nogueira;02/01/19;4;S
3767;Isaac Costela;20/01/19;5;S
3768;Helena Martins;17/01/19;5;N
3769;Vitor Souza;29/01/19;5;N
3770;Sofia Souza;31/01/19;5;S
3771;Dra. Vitória Ferreira;14/01/19;1;S
3772;Rebeca Nascimento;02/01/19;4;S
3773;Melissa Fogaça;18/01/19;6;S
3774;Lucas Araújo;19/01/19;1;N
3775;Rodrigo Pires;14/01/19;3;S
3776;Sarah Mendes;03/01/19;6;N
3777;Dr. Levi Araújo;10/01/19;4;S
3778;Maria Eduarda Moura;01/01/19;6;N
3779;Pedro Moura;23/01/19;2;N
3780;Francisco da Mata;07/01/19;4;S
3781;Eloah Cunha;22/01/19;2;S
3782;Júlia Dias;19/01/19;5;S
3783;Sofia Rezende;04/01/19;4;N
2461;Dr. Leandro da Conceição;30/01/19;2;N
2462;Juliana Cardoso;03/01/19;3;S
2463;Mirella Rezende;31/01/19;5;S
2464;Yasmin Martins;28/01/19;3;N
2465;Breno Ferreira;20/01/19;1;N
2466;Sophia Cardoso;24/01/19;2;S
2467;Luiz Miguel Melo;28/01/19;3;S
2468;Yago da Mota;15/01/19;4;N
2469;Dr. Vicente Aragão;27/01/19;1;S
2470;Caio Silva;24/01/19;5;S
2471;Bruna Freitas;22/01/19;1;S
2472;Sofia Cardoso;13/01/19;3;N
2473;Clara Correia;17/01/19;1;N
2474;Mirella Correia;23/01/19;2;N
2475;Marcos Vinicius Teixeira;15/01/19;4;N
2476;Stephany Ribeiro;23/01/19;5;S
2477;Gabriel Cunha;15/01/19;6;N
2478;Renan Araújo;26/01/19;1;S
2479;Dr. João Lucas Carvalho;01/01/19;1;S
2480;Luiza Barros;22/01/19;3;S
2481;Isabel Martins;20/01/19;5;S
2482;Alexandre Gonçalves;15/01/19;5;N
2483;Bernardo Azevedo;20/01/19;3;S
2484;Thales Cunha;02/01/19;3;N
2485;Davi Luiz das Neves;26/01/19;3;S
2486;Lucas Gabriel Porto;20/01/19;1;S
2487;Guilherme da Costa;04/01/19;2;S
2488;Luna da Paz;25/01/19;2;S
2489;Maria Cecília Pinto;04/01/19;4;S
2490;Alexia Barros;12/01/19;2;N
2491;Lavínia Teixeira;06/01/19;4;S
2492;Rodrigo Nascimento;27/01/19;4;N
2493;Vitória Castro;22/01/19;2;S
2494;Marina Porto;27/01/19;1;N
2495;Henrique Moreira;03/01/19;2;S
2496;Sophie da Cunha;18/01/19;6;N
2497;Natália da Paz;28/01/19;4;S
2498;Bianca Campos;15/01/19;4;S
2499;Nicole da Rosa;28/01/19;4;S
2500;João Lucas Teixeira;01/01/19;4;N
2501;Marcos Vinicius Dias;08/01/19;3;N
2502;Helena Cavalcanti;03/01/19;1;S
2503;Carolina Campos;16/01/19;4;N
2504;Júlia Monteiro;22/01/19;5;S
2505;Ana Vitória da Paz;14/01/19;1;S
2506;Marcela da Paz;09/01/19;2;S
2507;Laura Costela;26/01/19;6;N
2508;Henrique Lopes;11/01/19;4;S
2509;Vitor Azevedo;20/01/19;2;N
2510;Isabel Alves;20/01/19;6;S
2511;Maria Sophia Melo;22/01/19;4;S
2512;Nathan Campos;29/01/19;5;N
2513;Diego Martins;05/01/19;6;S
2514;Bryan Jesus;29/01/19;2;S
2515;Enzo Ferreira;09/01/19;4;N
2516;Pietro Cunha;31/01/19;5;S
2517;Gabrielly Mendes;10/01/19;2;N
2518;Dra. Milena Nunes;29/01/19;4;N
2519;Bruna Melo;18/01/19;2;S
2520;Isabel Castro;03/01/19;3;N
2521;Gabriel Moraes;23/01/19;6;N
2522;Lucas da Cunha;08/01/19;5;S
2523;Agatha Lopes;14/01/19;2;N
2524;Catarina Farias;01/01/19;6;S
2525;Maria Gomes;27/01/19;2;S
2526;Dra. Alice da Cunha;30/01/19;3;N
2527;Vicente Rocha;14/01/19;4;N
2528;Pedro Miguel Nogueira;06/01/19;2;N
2529;Júlia Barbosa;29/01/19;1;N
2530;Davi Lucca Barbosa;09/01/19;4;S
2531;Benício da Rocha;12/01/19;3;S
2532;Vitor Hugo da Rocha;25/01/19;6;S
2533;Dr. Bruno Jesus;08/01/19;2;S
2534;Benício Novaes;08/01/19;5;S
2535;Bryan Martins;11/01/19;6;S
2536;Ana Luiza Cardoso;28/01/19;5;S
2537;Maria Rezende;18/01/19;1;S
2538;João Vitor Nunes;28/01/19;3;N
2539;Olivia Vieira;13/01/19;5;N
2540;Maysa Moura;06/01/19;3;S
2541;Isaac Costela;13/01/19;6;N
2542;Nicole das Neves;17/01/19;3;N
2543;Erick Cardoso;30/01/19;6;N
2544;Nicolas Almeida;20/01/19;4;S
2545;Erick da Mota;04/01/19;1;N
2546;Ana Vitória da Rocha;27/01/19;1;S
2547;Elisa Azevedo;12/01/19;2;N
2548;Francisco Rezende;12/01/19;1;S
2549;Carolina Nascimento;03/01/19;5;N
2550;Ian Silva;24/01/19;5;S
2551;Dra. Julia Almeida;11/01/19;4;S
2552;Dra. Nina Barros;21/01/19;2;N
2553;Maria Julia Jesus;20/01/19;1;N
2554;Dr. Vinicius Dias;05/01/19;4;N
2555;Mirella Pinto;13/01/19;3;N
2556;Dr. Levi da Cruz;24/01/19;6;S
2557;Gustavo Henrique Pinto;31/01/19;6;S
2558;Thales Fogaça;07/01/19;5;S
2559;Anthony Pires;27/01/19;6;N
2560;Maria Fernanda Costela;09/01/19;6;N
2561;Renan Nogueira;08/01/19;2;S
2562;Melissa Costa;31/01/19;3;S
2563;Enrico Moreira;28/01/19;5;N
2564;Ana Júlia Rezende;27/01/19;6;N
2565;Emanuelly Souza;06/01/19;2;N
2566;Ryan Cavalcanti;18/01/19;3;S
2567;Emanuelly Moura;24/01/19;5;N
2568;Fernanda da Conceição;13/01/19;3;S
2569;Calebe Rodrigues;11/01/19;3;N
2570;Nina Moraes;12/01/19;6;N
2571;Leandro Vieira;29/01/19;4;N
2572;Gabriel da Paz;27/01/19;1;S
2573;Manuela da Mota;24/01/19;3;S
2574;Thiago Rodrigues;07/01/19;3;N
2575;Ian Rezende;14/01/19;4;S
2576;Maria Alice Gomes;08/01/19;4;N
2577;Nathan Cavalcanti;22/01/19;3;N
2578;João Guilherme da Mata;10/01/19;2;S
2579;Augusto da Mata;11/01/19;4;S
2580;Lara Barros;30/01/19;1;N
2581;Gabriela da Costa;24/01/19;6;S
2582;Pedro Miguel Nascimento;08/01/19;3;N
2583;Melissa Sales;22/01/19;2;S
2584;Maitê Oliveira;08/01/19;3;S
2585;Lucas Castro;27/01/19;5;S
2586;Sabrina Lima;03/01/19;2;N
2587;Matheus Pires;21/01/19;6;N
2588;Luna Santos;01/01/19;5;S
2589;Maria Eduarda Castro;04/01/19;4;S
2590;Augusto Ribeiro;02/01/19;5;S
2591;Enzo Gabriel Moura;31/01/19;1;N
2592;Francisco Cunha;02/01/19;4;S
2593;Felipe Martins;13/01/19;6;S
2594;Fernanda Alves;22/01/19;5;N
2595;Henrique da Paz;02/01/19;1;N
2596;Thiago Viana;06/01/19;2;N
2597;Pedro Oliveira;20/01/19;5;S
2598;Marcela Pereira;20/01/19;2;N
2599;Amanda Pereira;28/01/19;1;S
2600;Júlia Rezende;21/01/19;3;N
2601;Gustavo da Rosa;20/01/19;2;S
2602;Lorena Cardoso;26/01/19;4;N
2603;Agatha Araújo;16/01/19;3;S
2604;Nicolas Ferreira;23/01/19;6;N
2605;Davi Luiz da Costa;03/01/19;6;S
2606;Alícia Rocha;11/01/19;6;N
2607;Bruna Gonçalves;30/01/19;2;S
2608;Gabrielly da Costa;01/01/19;2;N
2609;Ana Beatriz Castro;09/01/19;2;S
2610;Gustavo Castro;07/01/19;2;S
2611;Mariane Barbosa;09/01/19;5;S
2612;Mariana Melo;05/01/19;6;N
2613;Kamilly Melo;31/01/19;3;S
2614;Luigi da Mata;13/01/19;2;N
2615;João Pedro da Paz;21/01/19;3;S
2616;Anthony Araújo;16/01/19;4;N
2617;Dra. Ana Moreira;03/01/19;1;N
2618;João Guilherme Lima;14/01/19;5;S
2619;Davi Lucca Fernandes;06/01/19;5;N
2620;Mariana Jesus;03/01/19;1;N
2621;Mariane Vieira;09/01/19;6;S
2622;Lorena Castro;03/01/19;4;N
2623;Lorena Moura;17/01/19;2;S
2624;Erick Castro;25/01/19;2;N
2625;Vicente da Rocha;05/01/19;2;N
2626;Maria Eduarda Teixeira;27/01/19;5;S
2627;Bruna da Cunha;21/01/19;3;S
2628;André Ribeiro;07/01/19;3;S
2629;Vitor Carvalho;01/01/19;2;N
2630;Maria Vitória Alves;14/01/19;2;S
2631;Luiz Fernando das Neves;08/01/19;6;N
2632;Cauã Azevedo;19/01/19;4;N
2633;Raquel Freitas;15/01/19;6;S
2634;Ana Laura Nunes;17/01/19;2;N
2635;Bárbara Cardoso;02/01/19;5;N
2636;Miguel Fernandes;11/01/19;3;N
2637;Bruno Silva;30/01/19;1;N
2638;Gabriel Pires;08/01/19;4;N
2639;Clara Barbosa;08/01/19;4;S
2640;Danilo Porto;29/01/19;1;N
2641;Milena Barros;03/01/19;1;N
2642;Cauã Silva;23/01/19;4;S
2643;Stephany Gonçalves;08/01/19;4;N
2644;Stella da Costa;11/01/19;5;N
2645;Enzo Gabriel Castro;24/01/19;6;N
2646;Elisa Martins;17/01/19;6;S
2647;Bryan da Rocha;15/01/19;4;N
2648;Manuela Ribeiro;22/01/19;4;N
2649;Dra. Maria Sophia Sales;07/01/19;2;S
2650;Evelyn Araújo;09/01/19;4;N
2651;Esther Teixeira;26/01/19;2;N
2652;Yago Cavalcanti;16/01/19;6;S
2653;Ana Vitória Viana;20/01/19;6;N
2654;Vitor Hugo Rodrigues;08/01/19;4;S
2655;Alexia Barbosa;24/01/19;3;N
2656;Renan Rocha;16/01/19;6;N
2657;Guilherme da Costa;10/01/19;4;S
2658;Emanuel Pereira;08/01/19;1;S
2659;Emanuella Moraes;07/01/19;5;S
2660;Beatriz Araújo;18/01/19;3;N
2661;Isabelly Barros;18/01/19;5;N
2662;Kevin Teixeira;02/01/19;1;N
2663;Juliana Azevedo;19/01/19;6;N
2664;Felipe da Conceição;20/01/19;3;N
2665;Ana Julia Rodrigues;30/01/19;4;N
2666;Luiz Miguel Melo;04/01/19;6;N
2667;Julia da Paz;15/01/19;6;S
2668;Lavínia Ferreira;10/01/19;6;S
2669;Maitê Cunha;08/01/19;4;S
2670;Lavínia Cunha;31/01/19;3;N
2671;Davi Lucas da Luz;02/01/19;3;S
2672;Carolina Ribeiro;05/01/19;3;N
2673;Daniela Melo;26/01/19;6;N
2674;Arthur Rodrigues;07/01/19;4;N
2675;Emanuelly Gomes;31/01/19;4;N
2676;Cecília da Mota;23/01/19;1;S
2677;Maria Alice Fogaça;22/01/19;4;N
2678;Henrique Costa;30/01/19;4;S
2679;Ryan Lima;23/01/19;3;N
2680;Dra. Sophia Fogaça;13/01/19;5;N
2681;Maria Vitória Lopes;23/01/19;3;N
2682;Juan Silveira;30/01/19;6;S
2683;Stephany Azevedo;16/01/19;4;S
2684;Noah Mendes;23/01/19;5;S
2685;Kaique Silva;03/01/19;1;N
2686;Catarina da Luz;18/01/19;6;N
2687;Bárbara Ramos;02/01/19;4;S
2688;Enzo Rodrigues;25/01/19;1;S
2689;Esther Cunha;21/01/19;1;N
2690;Vitória Pereira;15/01/19;6;N
2691;Bruno Castro;21/01/19;2;N
2692;Rafael Martins;31/01/19;1;N
2693;Ana Nascimento;19/01/19;1;N
2694;Ana Lívia Rezende;08/01/19;1;S
2695;Sarah Pinto;06/01/19;5;N
2696;Clara Fernandes;29/01/19;2;N
2697;Kamilly Nunes;11/01/19;2;N
2698;Pedro Lucas Rocha;20/01/19;1;S
2699;Dr. Emanuel Alves;01/01/19;1;N
2700;Rodrigo Caldeira;22/01/19;5;S
2701;Maria Luiza Rocha;24/01/19;6;S
2702;Catarina Azevedo;28/01/19;4;N
2703;Dra. Caroline Almeida;24/01/19;4;S
2704;Lavínia Novaes;22/01/19;4;S
2705;Yasmin Moraes;22/01/19;3;S
2706;Ana Lívia Pereira;03/01/19;2;S
2707;Emanuella Barbosa;12/01/19;1;N
2708;Alexia Fogaça;21/01/19;5;S
2709;Dra. Ana Laura Costela;06/01/19;6;S
2710;Maria Vieira;10/01/19;5;N
2711;Maria Rodrigues;10/01/19;6;S
2712;Breno Moraes;09/01/19;4;N
2713;Luiz Otávio Ribeiro;01/01/19;4;S
2714;Olivia Lopes;10/01/19;3;S
2715;Pietra Dias;02/01/19;6;N
2716;Vitor Hugo Caldeira;30/01/19;2;S
